,Token_id,Two categories,Hair,Clothing,Background,Mouth,Offhand,Type,Eyes,Trait_count,Ear,Neck,Headgear,Face,Special
9049,9049,M,Maroon Disheveled,Azuki Sweater,Cool Gray,Relaxed,Fireball,Human,Careless,9,,Sneakers,,Blue Sunglasses,
9050,9050,F,Blonde Bun,Black Ninja Top,Off White A,Toothpick,Katana,Human,Relaxed,9,,Sneakers,Fur Bucket Hat,,
9051,9051,F,Green Ponytail,Yellow Bikini,Red,Laughing,Leather Katana,Human,Closed,8,,,,Sleep Mask,
9052,9052,F,Indigo Pixie,Hoodie,Off White D,Tongue Out,Shinai,Human,Relaxed,9,,Choker,Straw Hat,,
9053,9053,M,Maroon Fluffy,Black Hoodie,Off White D,Scroll,,Human,Bored,7,,,,Reading Glasses,
9054,9054,F,Teal Bun,Frog T-Shirt,Off White D,Toothpick,,Human,Determined,7,,Tribal Tattoo,,,
9055,9055,M,Indigo Fluffy,Maroon Yukata,Off White C,Growl,Banner,Human,Suspicious,9,,,Full Bandana,Round Blue Sunglasses,
9056,9056,M,Blonde Short Spiky,Cat Yukata,Dark Blue,Smirk,Leather Katana,Human,Curious,8,,,Cowboy Hat,,
9057,9057,F,Green Pigtails,Frog Kimono,Off White B,Smile,,Human,Amethyst,6,,,,,
9058,9058,F,Blonde Hairband,Black Ninja Top,Off White D,Closed,Hand Seal,Human,Calm,8,,,,Bandaid,
9059,9059,M,Black Disheveled,Sloth T-Shirt,Off White C,Closed,Sake,Human,Suspicious,7,,,,,
9060,9060,M,Blue Short Spiky,Dress Shirt,Red,Growl,Boombox,Human,Curious,7,,,,,
9061,9061,M,Brown Long,Red Hoodie,Off White C,420,Lightning Orb,Human,Chill,7,,,,,
9062,9062,M,Maroon Disheveled,White Layered Yukata,Off White B,Growl,,Human,Meditating,6,,,,,
9063,9063,M,Silver Long,Bloody Bomber,Off White A,Chuckle,Sakura Katana,Blue,Chill,8,,,Red Panda Headband,,
9064,9064,F,Green Ponytail,Pink Oversized Kimono,Off White D,Whistling,Shuriken,Human,Calm,8,,,Straw Hat,,
9065,9065,M,Brown Messy,Azuki Tech Jacket,Off White A,Wheat Straw,,Human,Focused,7,,,Sloth Mask,,
9066,9066,M,Brown Spiky,Brown Yukata,Off White D,Scroll,Monk Staff,Human,Indifferent,8,Sword,,,,
9067,9067,M,Silver Swept Back,Maroon Yukata,Off White B,Growl,Zanbato,Human,Bored,9,,,Frog Headband,Blue Sunglasses,
9068,9068,M,Blonde Messy,White T-Shirt,Red,Wheat Straw,,Human,Bored,8,,Zen Headphones,IKZ Baseball Cap,,
9069,9069,F,Black Hairband,Black Hoodie,Dark Purple,Sleep Bubble,,Human,Closed,7,,,,Blush,
9070,9070,F,Silver Pixie,Blue Qipao,Off White D,Smirk,Guitar,Blue,Closed,7,,,,,
9071,9071,F,Silver Bangs,Sloth Kigurumi,Off White D,Smile,Leather Katana,Human,Hopeful,7,,,,,
9072,9072,M,Orange Short Spiky,Kimono with Jacket,Off White B,420,Sakura Katana,Human,Focused,8,,,,Round Blue Sunglasses,
9073,9073,M,Blonde Long,Shinto Robe,Off White C,Not Bad,Red Bean,Human,Red,8,,Towel,,,
9074,9074,F,Green Pigtails,Blue Qipao,Off White D,Surprised,,Human,Daydreaming,7,,,Horns,,
9075,9075,M,Maroon Half Bun,Cat T-Shirt,Off White D,Not Bad,Monkey King Staff,Human,Careless,8,,,,,Smoke
9076,9076,F,Indigo Bangs,Cat Kigurumi,Off White A,Whistling,,Human,Calm,7,,,,Red Stripes Face Paint,
9077,9077,M,Indigo Swept Back,White Layered Yukata,Off White A,Wheat Straw,Umbrella,Human,Pierced Eyebrow,7,,,,,
9078,9078,M,Brown Disheveled,Archer,Off White B,Whistling,,Human,Curious,7,Chiyogami,,,,
9079,9079,F,Indigo Bangs,Frog Kimono,Red,Laughing,,Human,Closed,8,,,Ayaigasa,Round Purple Sunglasses,
9080,9080,M,Brown Disheveled,White T-Shirt,Red,Meh,,Human,Suspicious,7,,,,Red Fang Face Paint,
9081,9081,F,Blue Bun,Tank Top,Off White C,Lipstick,Golden Fan,Human,Joyful,10,Chill,,Yellow Kanzashi,Bandaid,
9082,9082,M,Pink Samurai,Azuki Tech Jacket,Off White C,Scroll,,Human,Closed,8,Sakura,,,Sleep Mask,
9083,9083,F,Blue Bun,Light Kimono,Off White A,Grass,,Human,Striking,7,,,,Round Purple Sunglasses,
9084,9084,M,Indigo Long,Black Blazer,Off White A,Growl,Leather Katana,Human,Indifferent,9,,Chain,,Round Blue Sunglasses,
9085,9085,M,Maroon Short Spiky,White Yukata,Red,Relaxed,Coin,Human,Closed,11,Sakura,Zen Headphones,Distressed Beanie,Eye Patch,
9086,9086,F,Indigo Bangs,White Hoodie,Off White C,Chewing,,Human,Daydreaming,6,,,,,
9087,9087,M,Brown Spiky,Straw Poncho,Off White A,Chuckle,Bean Juice,Human,Tired,8,,,Red Panda Beanie,,
9088,9088,M,Silver Disheveled,Black Yukata,Off White B,Meh,Fan,Red,Suspicious,7,,,,,
9089,9089,F,Teal Hairband,Rain Jacket,Off White D,Laughing,Fan,Human,Determined,8,,,IKZ Baseball Cap,,
9090,9090,M,Brown Long,Blue Kimono,Off White C,Scroll,Shinai,Human,Red,7,,,,,
9091,9091,M,Green Fluffy,Blue Kimono,Off White B,Closed,Zanbato,Human,Determined,7,,,,,
9092,9092,M,Orange Swept Back,White Layered Yukata,Off White C,Pout,Zanbato,Human,Determined,8,,,,Blue Sunglasses,
9093,9093,M,Silver Short Spiky,Hawaiian Shirt,Off White C,Grass,Leather Katana,Human,Pierced Eyebrow,9,,Towel,Red Panda Baseball Cap,,
9094,9094,F,Blue Bob,Camo Hoodie,Off White B,Grin,,Human,Closed,7,,,,Heart Eye Patch,
9095,9095,M,Blue Spiky,Black Yukata,Off White A,Growl,Shuriken,Human,Indifferent,9,,Towel,IKZ Baseball Cap,,
9096,9096,M,Indigo Long,Black Yukata,Off White C,Closed,,Human,Meditating,7,,Koi Tattoo,,,
9097,9097,M,Fire,Brown Yukata,Off White D,Smirk,Hook Sword,Human,White,8,Ethereum,,,,
9098,9098,M,Silver Disheveled,Black Tech Jacket,Off White C,Bubble Gum,Umbrella,Blue,Suspicious,8,,Sneakers,,,
9099,9099,M,Buzzcut,Sloth Yukata,Off White A,Smirk,Earth,Human,Closed,10,Sloth,Sloth Headphones,Sloth Headband,,
9100,9100,M,Brown Samurai,Vest,Off White C,Not Bad,,Human,Suspicious,7,,,,Bandaid,
9101,9101,M,Green Spiky,Camo Tech Jacket,Off White A,Smoking,,Human,Chill,6,,,,,
9102,9102,M,Maroon Short Spiky,Straw Poncho,Off White C,Whistling,Sakura Katana,Human,Tired,7,,,,,
9103,9103,M,Black Disheveled,Fur Hoodie,Off White B,Long Stubble,Guitar,Human,Suspicious,8,,,Backwards Cap,,
9104,9104,F,Green Pigtails,Sloth Hoodie,Off White C,Face Mask,Leather Katana,Human,Calm,8,,,Pointy Straw Hat,,
9105,9105,M,Blonde Long,Dress Shirt,Off White D,420,,Human,Tired,6,,,,,
9106,9106,M,Powder Blue Disheveled,Hoshi Jacket,Off White D,Chuckle,Bean Juice,Human,Tired,8,,,Backwards Cap,,
9107,9107,F,Purple Bangs,Blue Bomber,Dark Blue,Chewing,Banner,Human,Closed,8,,Zen Headphones,,,
9108,9108,M,Brown Disheveled,Bloody Bomber,Off White C,Growl,Leather Katana,Human,Meditating,9,,,Broken Straw Hat,,Smoke
9109,9109,F,Silver Flowy,Blue Kimono with Bow,Off White C,Wheat Straw,Bat,Human,Daydreaming,7,,,,,
9110,9110,F,Indigo Pixie,Red Perfecto Jacket,Off White C,Relaxed,Blue Bean,Human,Joyful,7,,,,,
9111,9111,F,Silver Flowy,Black Ninja Top,Off White A,Smirk,Kanabo,Blue,Closed,9,,Contract Tattoo,Red Panda Baseball Cap,,
9112,9112,F,Brown Blonde Flowy,Red Ninja Top,Off White A,Grin,Banner,Human,Daydreaming,9,,,Beret,Eye Scar,
9113,9113,F,Powder Blue Pigtails,Vest,Off White A,Wheat Straw,,Human,Closed,8,,Tribal Tattoo,Ayaigasa,,
9114,9114,F,Teal Bob,Red Panda Hoodie,Dark Blue,Relaxed,Floorsweeper,Human,Calm,8,,,Red Panda Beanie,,
9115,9115,M,Blue Half Bun,Green Yukata,Cool Gray,Meh,,Human,Closed,7,,,,Eye Patch,
9116,9116,F,Silver Bun,Red Panda Hoodie,Dark Blue,Smoking,Gloves,Human,Ruby,8,,Contract Tattoo,,,
9117,9117,M,Green Samurai,Shinto Robe,Dark Blue,Long Stubble,Katana,Human,Pensive,8,,,,Reading Glasses,
9118,9118,M,Green Samurai,Blue Kimono,Cool Gray,Smirk,Sakura Katana,Human,Closed,8,,,,Sleep Mask,
9119,9119,F,Blue Half Bun,Turquoise Kimono with Bow,Off White C,Smirk,Hand Wrap,Human,Concerned,7,,,,,
9120,9120,M,Silver Disheveled,Vegan Mink Coat,Off White D,Pout,Sakura Katana,Red,Bored,8,,,Sandogasa,,
9121,9121,M,Buzzcut,Bumblebee Jacket,Red,Growl,Banner,Blue,Suspicious,7,,,,,
9122,9122,M,Green Fluffy,Archer,Red,Meh,Zanbato,Human,Chill,8,Wireless Earbuds,,,,
9123,9123,M,Teal Long,Bloody Bomber,Off White C,Whistling,Bean Juice,Human,Careless,7,,,,,
9124,9124,F,Green Flowy,Cat Kimono,Cool Gray,Smile,,Human,Determined,6,,,,,
9125,9125,F,Maroon Bob,Yellow Bikini,Dark Purple,Closed,,Red,Striking,6,,,,,
9126,9126,M,Pink Samurai,Blue Kimono,Off White C,Pout,Bat,Human,Chill,10,,Zen Headphones,Cat Mask,Red Stripes Face Paint,
9127,9127,M,Silver Short Spiky,Hoodie with Bag,Off White C,Smirk,,Human,Closed,9,Red Spiked Ring,,Fur Bucket Hat,Eye Patch,
9128,9128,M,Blonde Long,White Yukata,Off White B,Grass,,Human,Pierced Eyebrow,9,Chill,Chill Headphones,,Red Stripes Face Paint,
9129,9129,M,Orange Short Spiky,Matsuri Happi,Off White D,Grass,Floorsweeper,Human,Suspicious,8,Red Panda,,,,
9130,9130,M,Maroon Fluffy,Fur Hoodie,Off White A,Chuckle,Lantern,Human,Curious,9,Small Hoop,,Distressed Beanie,,
9131,9131,M,Blonde Messy,Light Kimono,Cool Gray,Chuckle,,Human,Closed,8,,,Sloth Mask,Seer Eyeband,
9132,9132,M,Brown Dreadlocks,Blue Bomber,Off White D,Meh,Bat,Human,Tired,9,Sword,,,Blue Sunglasses,
9133,9133,F,Violet Flowy,Straw Poncho,Red,Smirk,,Human,Relaxed,7,,Tribal Tattoo,,,
9134,9134,F,Teal Hairband,Sloth Kimono,Red,Closed,Coin,Human,Ruby,8,,,,Eye Scar,
9135,9135,M,Brown Disheveled,Black Bomber,Off White D,Toothpick,,Human,Closed,7,,,,Bandaid,
9136,9136,M,Magenta Long,Red Hoodie,Off White D,Gaiter,Water Orb,Human,Meditating,7,,,,,
9137,9137,F,Blonde Hairband,Tank Top with Jacket,Off White C,Grass,,Human,Concerned,7,,,Distressed Beanie,,
9138,9138,F,Blue Hairband,Tank Top with Jacket,Off White B,Closed,,Human,Relaxed,6,,,,,
9139,9139,F,Maroon Bun,Black Bomber,Off White A,Grin,Katana,Human,Closed,7,,,,,
9140,9140,F,Teal Bun,Frog Kimono,Off White C,Laughing,,Human,Hopeful,9,,Towel,Frog Baseball Cap,Bandaid,
9141,9141,M,Brown Long,Black Kimono,Cool Gray,Growl,,Human,Bored,7,,Zen Headphones,,,
9142,9142,F,Silver Bob,Frog Kimono,Off White A,Laughing,,Human,Ruby,7,,,,Black Glasses,
9143,9143,M,Spirit Long,Cat Yukata,Cool Gray,Pout,Shinai,Spirit,Careless,8,,,,Black Glasses,
9144,9144,M,Indigo Disheveled,Tank Top,Cool Gray,Stubble,,Human,Bored,7,,,IKZ Baseball Cap,,
9145,9145,F,Maroon Bob,Turquoise Kimono,Dark Blue,Frown,Bat,Human,Calm,8,Corded Earbuds,,,,
9146,9146,M,Maroon Disheveled,Green Yukata,Off White C,Closed,,Human,Determined,7,,,Distressed Beanie,,
9147,9147,M,Brown Long,Alpine Jacket,Off White B,Smirk,Blue Bean,Human,Closed,10,Square Stud,Koi Tattoo,,Sleep Mask,
9148,9148,F,Teal Hairband,Dress Shirt,Off White B,Grin,Fan,Human,Determined,10,Corded Earbuds,,Pointy Straw Hat,Bandaid,
9149,9149,F,Indigo Pixie,Red Floral Kimono,Off White C,Smile,,Human,Concerned,7,,,Fur Bucket Hat,,
9150,9150,M,Maroon Disheveled,Green Yukata,Red,Pout,Sakura Katana,Human,Meditating,10,Corded Earbuds,Towel,Sloth Headband,,
9151,9151,F,Green Pigtails,Blue Kimono with Bow,Off White B,Scroll,,Human,Striking,8,Sunflower,,,Kabuki Facepaint,
9152,9152,F,Green Ombre Flowy,Tank Top,Off White A,Lipstick,Floorsweeper,Human,Amethyst,7,,,,,
9153,9153,F,Powder Blue Pigtails,Red Floral Kimono,Off White D,Grin,Guitar,Human,Hopeful,9,,,Cat Headband,Eye Scar,
9154,9154,M,Silver Disheveled,Black T-Shirt,Off White C,Growl,Bean Juice,Human,Chill,8,,Contract Tattoo,,,
9155,9155,M,Maroon Half Bun,White Yukata,Off White C,Meh,,Human,Pensive,8,,Beads,,Reading Glasses,
9156,9156,M,Blue Samurai,Suikan,Off White B,Chuckle,,Human,Closed,9,,Towel,Chef Headband,Sleep Mask,
9157,9157,M,Maroon Short Spiky,Beige Poncho,Off White B,Chuckle,Shinai,Human,Careless,7,,,,,
9158,9158,M,Maroon Disheveled,Kimono with Jacket,Off White B,Smirk,Umbrella,Human,Curious,11,Red Panda,,Newsboy Cap,Eye Scar,Sakura
9159,9159,F,Brown Flowy,Yellow Bikini,Off White B,Smirk,,Human,Concerned,6,,,,,
9160,9160,F,Indigo Pixie,Plated Samurai Armor,Off White C,Grin,Hand Wrap,Human,Ruby,8,,Zen Headphones,,,
9161,9161,M,Orange Swept Back,Suit with Turtleneck,Off White A,420,Katana,Human,Closed,8,,,,Sleep Mask,
9162,9162,F,Magenta Flowy,Azuki Tech Jacket,Off White A,Frown,,Red,Amethyst,7,,,,Red Stripes Face Paint,
9163,9163,M,Blonde Short Spiky,Tank Top,Off White A,Growl,Umbrella,Human,Indifferent,7,,,,,
9164,9164,F,Teal Bob,Frog Kimono,Off White C,Whistling,Bokken,Human,Ruby,7,,,,,
9165,9165,M,Brown Blonde Long,Light Kimono,Red,Relaxed,Banner,Human,Meditating,7,,,,,
9166,9166,F,Blonde Bob,Turquoise Kimono with Bow,Cool Gray,Relaxed,Leather Katana,Human,Concerned,9,,Chill Headphones,,Round Purple Sunglasses,
9167,9167,M,Teal Long,Shinto Robe,Off White D,Growl,,Human,Closed,7,,,Beret,,
9168,9168,F,Maroon Ponytail,Bandage Top,Off White B,Closed,Kanabo,Human,Calm,7,,,,,
9169,9169,M,Black Disheveled,Camo Hoodie,Cool Gray,Smoking,,Human,Careless,7,,,Sloth Headband,,
9170,9170,F,Purple Bun,Hoodie,Off White A,Grin,Leather Katana,Human,Red,10,Sloth,Choker,Beret,,
9171,9171,M,Teal Messy,White T-Shirt,Off White B,Not Bad,Shinai,Human,Meditating,8,,,,Red Bandana,
9172,9172,M,Brown Samurai,Rain Jacket,Off White C,Face Mask,,Human,Pensive,8,,,Sloth Baseball Cap,Reading Glasses,
9173,9173,F,Blonde Bun,Red Panda Hoodie,Off White C,Sleep Bubble,,Human,Closed,8,,Towel,Newsboy Cap,,
9174,9174,F,Violet Flowy,Archer,Off White C,Lipstick,Skateboard,Human,Daydreaming,7,,,,,
9175,9175,M,Orange Short Spiky,Hoshi Jacket,Off White C,Closed,Banner,Human,Closed,10,Yellow Fan,,Frog Headband,Sleep Mask,
9176,9176,F,Teal Bun,Red Floral Kimono,Off White D,Toothpick,Coin,Human,Concerned,8,,,Sloth Baseball Cap,,
9177,9177,M,Indigo Swept Back,Cat T-Shirt,Red,Smirk,Coin,Human,Tired,7,,,,,
9178,9178,M,Silver Short Spiky,Black Bomber,Off White A,Pout,Banner,Red,Tired,9,Chiyogami,,Black Bucket Hat,,
9179,9179,M,Powder Blue Swept Back,Hoshi Jacket,Off White B,Smirk,Blue Bean,Human,Meditating,7,,,,,
9180,9180,F,Long Dreadlocks,Hawaiian Shirt,Off White D,Closed,Sakura Katana,Human,Striking,8,Red Tassel,,,,
9181,9181,F,Indigo Bangs,Lavender Kimono with Bow,Red,Smirk,Bean Juice,Human,Calm,8,,,Distressed Beanie,,
9182,9182,M,Green Fluffy,Black Yukata,Red,Growl,Floorsweeper,Human,Meditating,9,Wu,,Frog Baseball Cap,,
9183,9183,M,Dreadlocks,Black Hoodie,Off White C,Growl,,Human,Bored,6,,,,,
9184,9184,F,Maroon Bun,Alpine Jacket,Dark Blue,Whistling,Talisman,Human,Calm,7,,,,,
9185,9185,M,Purple Spiky,Maroon Yukata,Off White D,Chuckle,Golden Skateboard,Human,Determined,10,Frog,Golden Headphones,,Blue Sunglasses,
9186,9186,M,Blonde Short Spiky,Shinto Robe,Off White D,Meh,Coin,Human,Closed,7,,,,,
9187,9187,M,Green Fluffy,Dress Shirt,Dark Blue,Smirk,Fishing Rod,Human,Closed,8,,,,Eye Patch,
9188,9188,F,Blonde Bun,Lavender Kimono with Bow,Off White D,420,Katana,Human,Fire,8,,,Yellow Kanzashi,,
9189,9189,M,Brown Spiky,Red Kimono,Off White D,Chuckle,,Human,Suspicious,9,,Chain,Frog Baseball Cap,Round Purple Sunglasses,
9190,9190,F,Teal Bun,Hoodie,Off White D,Relaxed,,Human,Joyful,7,,Choker,,,
9191,9191,M,Brown Samurai,Red Panda T-Shirt,Off White B,Relaxed,,Human,Fire,6,,,,,
9192,9192,F,Pink Hairband,Vegan Mink Coat,Dark Purple,Face Mask,Shuriken,Human,Joyful,8,,,,,Butterfly
9193,9193,M,Brown Spiky,Black Hoodie,Off White D,Closed,,Human,Pensive,7,,,Full Bandana,,
9194,9194,M,Silver Long,Blue Kimono,Off White B,Long Stubble,Sakura Katana,Human,Determined,9,Yellow Fan,,,Reading Glasses,
9195,9195,F,Black Orange Bangs,Red Panda Kigurumi,Cool Gray,Bubble Gum,Leather Katana,Human,Amethyst,7,,,,,
9196,9196,M,Purple Spiky,White Yukata,Off White C,Smoking,Floorsweeper,Human,Closed,8,,,,Eye Patch,
9197,9197,M,Gray Samurai,Blue Kimono,Off White C,Smoking,Sakura Katana,Human,Curious,9,,,Azuki Cap,Red Stripes Face Paint,
9198,9198,M,Brown Spiky,Maroon Yukata,Off White B,Pout,Sakura Katana,Human,Indifferent,8,,,Chef Headband,,
9199,9199,M,Indigo Long,Brown Yukata,Off White D,Chuckle,Monkey King Staff,Human,Pensive,7,,,,,
9200,9200,M,Magenta Long,Red Hoodie,Cool Gray,Closed,Lantern,Human,Tired,8,,,Black Bucket Hat,,
9201,9201,F,Maroon Bun,Rain Jacket,Red,Bubble Gum,,Red,Closed,8,,,Red Panda Mask,Seer Eyeband,
9202,9202,M,Maroon Short Spiky,Frog Kigurumi,Off White C,Smoking,,Human,Focused,6,,,,,
9203,9203,F,Silver Hairband,Sloth Hoodie,Off White A,Toothpick,,Human,Striking,7,,,Straw Hat,,
9204,9204,M,Brown Long,Vegan Mink Coat,Dark Blue,Stubble,Fan,Human,Closed,8,,,,Eye Patch,
9205,9205,M,Orange Swept Back,Blue Kimono,Off White C,Tactical Knife,Shinai,Human,Chill,7,,,,,
9206,9206,M,Teal Long,Dress Shirt,Off White D,Sleep Bubble,Bat,Human,Closed,7,,,,,
9207,9207,F,Blue Hairband,Archer,Off White B,Smirk,,Human,Determined,8,,Zen Headphones,Purple Kanzashi,,
9208,9208,M,Green Teal Long,Kimono with Jacket,Off White B,Relaxed,Monk Staff,Human,Lightning,7,,,,,
9209,9209,F,Blonde Hairband,Dress Shirt,Off White B,Grass,,Human,Closed,8,,Contract Tattoo,Yellow Kanzashi,,
9210,9210,M,Magenta Long,Green Yukata,Off White C,Gaiter,Leather Katana,Human,Closed,9,Spiked Ring,,,Sleep Mask,
9211,9211,M,Indigo Fluffy,Golden Red Panda Kigurumi,Off White A,Growl,Kanabo,Human,Chill,8,,,,Round Purple Sunglasses,
9212,9212,M,Orange Samurai,Blue Kimono,Off White B,Not Bad,Umbrella,Human,Tired,9,,,Cowboy Hat,Reading Glasses,
9213,9213,M,Teal Long,Shinto Robe,Cool Gray,Long Stubble,Monk Staff,Human,Chill,7,,,,,
9214,9214,F,Maroon Half Bun,Blue Qipao,Dark Purple,Chewing,,Red,Ruby,6,,,,,
9215,9215,F,Silver Flowy,Hoodie,Off White A,Lipstick,,Blue,Relaxed,7,,Choker,,,
9216,9216,M,Brown Samurai,Green Yukata,Off White D,Closed,Monkey King Staff,Human,Suspicious,8,,,,Lipstick Kiss,
9217,9217,M,Indigo Long,Azuki Tech Jacket,Dark Blue,Toothpick,Monk Staff,Human,Meditating,8,Red Spiked Ring,,,,
9218,9218,F,Green Ponytail,Bumblebee Jacket,Off White D,Laughing,Fan,Human,Determined,7,,,,,
9219,9219,F,Maroon Ponytail,Red Ninja Top,Off White D,Tactical Knife,Banner,Red,Closed,10,,Zen Headphones,Distressed Beanie,Eye Patch,
9220,9220,M,Brown Spiky,Azuki Sweater,Off White C,Not Bad,Katana,Red,Determined,8,,,Azuki Cap,,
9221,9221,M,Black Swept Back,Black Yukata,Off White A,Bubble Gum,,Human,Tired,7,,Chill Headphones,,,
9222,9222,F,Brown Ponytail,Sloth T-Shirt,Off White D,Smoking,,Human,Striking,7,,,Chef Headband,,
9223,9223,F,Silver Ponytail,Red Floral Kimono,Off White A,Face Mask,Lantern,Human,Closed,10,,Chill Headphones,Horns,Ji Eyeband,
9224,9224,F,Spirit Bob,White Qipao with Fur,Dark Blue,Lipstick,Lightning Orb,Spirit,Striking,10,,Contract Tattoo,,Clear Glasses,Lightning
9225,9225,F,Brown Bangs,Red Perfecto Jacket,Off White B,Tongue Out,Sakura Katana,Human,Ruby,7,,,,,
9226,9226,F,Silver Ponytail,Lavender Kimono with Bow,Off White A,Laughing,Hook Sword,Human,Calm,7,,,,,
9227,9227,F,Green Ponytail,Blue Floral Kimono,Red,Lipstick,Lantern,Human,Hopeful,9,,Beads,,Black Glasses,
9228,9228,F,Blue Pink Ombre Flowy,Sloth T-Shirt,Off White B,Whistling,Shuriken,Human,Amethyst,9,Wireless Earbuds,,Sloth Beanie,,
9229,9229,F,Black Hairband,Frog Kimono,Cool Gray,Whistling,Skateboard,Human,Determined,8,,Towel,,,
9230,9230,M,Brown Samurai,Azuki Tech Jacket,Dark Purple,Relaxed,,Human,Bored,7,,,Sloth Baseball Cap,,
9231,9231,F,Silver Bangs,Lavender Kimono with Bow,Off White B,Laughing,Sakura Katana,Human,Calm,7,,,,,
9232,9232,F,Teal Bangs,Black Hoodie,Off White C,Toothpick,Guitar,Human,Striking,8,,,Full Bandana,,
9233,9233,F,Silver Ponytail,Red Panda Kimono,Off White B,Bubble Gum,Sakura Katana,Human,Closed,9,,,IKZ Baseball Cap,Heart Eye Patch,
9234,9234,F,Blue Hairband,Turquoise Kimono,Off White C,Relaxed,Monkey King Staff,Human,Daydreaming,9,,,Frog Headband,Eye Scar,
9235,9235,F,Violet Flowy,Turquoise Kimono,Off White C,Toothpick,Red Bean,Human,Relaxed,8,,Chill Headphones,,,
9236,9236,F,Spirit Goddess,Cat T-Shirt,Red,Closed,Umbrella,Spirit,Joyful,7,,,,,
9237,9237,F,Indigo Ponytail,Yellow Bikini,Off White D,Laughing,Lantern,Human,Striking,8,,,Frog Beanie,,
9238,9238,F,Black Hairband,Red Floral Kimono,Off White A,Toothpick,Banner,Human,Joyful,8,,,,Blush,
9239,9239,F,Purple Pigtails,Yellow Bikini,Off White A,Grin,,Human,Closed,8,Pearl,,Purple Kanzashi,,
9240,9240,F,Silver Bob,Frog Kimono,Off White B,Smile,Banner,Human,Concerned,8,Corded Earbuds,,,,
9241,9241,M,Blue Spiky,Kung Fu Shirt,Dark Purple,Toothpick,Kanabo,Human,Closed,9,,,IKZ Baseball Cap,Clear Glasses,
9242,9242,F,Blue Bun,Bumblebee Jacket,Off White B,Grin,Leather Katana,Human,Closed,8,,,Sloth Beanie,,
9243,9243,F,Long Dreadlocks,White Qipao with Fur,Off White A,Smile,Katana,Human,Amethyst,8,,,Sandogasa,,
9244,9244,F,Silver Pixie,Turquoise Kimono with Bow,Off White D,Lipstick,Lantern,Human,Joyful,7,,,,,
9245,9245,M,Silver Long,Blue Kimono,Off White C,420,Golden Shinai,Blue,Determined,8,,Towel,,,
9246,9246,M,Indigo Disheveled,Hawaiian Shirt,Off White D,420,Fishing Rod,Human,Red,8,,,Distressed Beanie,,
9247,9247,M,Teal Long,Sloth T-Shirt,Off White B,Smirk,Bat,Human,Tired,8,,Chill Headphones,,,
9248,9248,M,Magenta Messy,Shinto Robe,Off White D,Wheat Straw,Banner,Human,Closed,8,,,,Sleep Mask,
9249,9249,M,Silver Long,Camo Hoodie,Off White A,Meh,Zanbato,Human,Determined,9,,,IKZ Baseball Cap,Round Blue Sunglasses,
9250,9250,F,Maroon Bun,Fur Hoodie,Off White D,Closed,Floorsweeper,Human,Concerned,8,Stud,,,,
9251,9251,F,Silver Bob,Black Hoodie,Off White B,Smile,Sake,Human,Joyful,7,,,,,
9252,9252,M,Powder Blue Swept Back,Red Perfecto Jacket,Off White C,Sleep Bubble,Umbrella,Human,Closed,8,,,,Kabuki Facepaint,
9253,9253,M,Buzzcut,Maroon Yukata,Off White B,Not Bad,Floorsweeper,Human,Curious,8,,,,Black Glasses,
9254,9254,M,Green Samurai,Black Blazer,Off White A,Relaxed,Talisman,Human,Bored,8,,Chain,,,
9255,9255,M,Teal Long,Archer,Cool Gray,Chuckle,Monk Staff,Human,Tired,8,,,Full Bandana,,
9256,9256,F,Indigo Ponytail,Hoshi Jacket,Off White D,Frown,Fan,Human,Striking,7,,,,,
9257,9257,F,Silver Ponytail,Black Qipao,Off White B,Laughing,,Human,Ruby,6,,,,,
9258,9258,F,Black Hairband,Red Floral Kimono,Off White D,420,Katana,Human,Pierced Eyebrow,9,,,Cat Mask,Eye Scar,
9259,9259,F,Green Half Bun,Alpine Jacket,Off White A,Toothpick,Bean Juice,Human,Closed,8,,,,Sleep Mask,
9260,9260,M,Blonde Short Spiky,Cat T-Shirt,Red,420,,Human,Tired,7,,,Black Bucket Hat,,
9261,9261,F,Black Hairband,Turquoise Kimono,Off White C,Closed,Sakura Katana,Human,Striking,8,,Chill Headphones,,,
9262,9262,F,Purple Bun,Bandage Top,Off White D,Smirk,Zanbato,Human,Closed,9,,Koi Tattoo,Newsboy Cap,,
9263,9263,F,Silver Bangs,Stitched Samurai Armor,Dark Blue,420,Boombox,Blue,Ruby,8,,,Black Bucket Hat,,
9264,9264,M,Brown Fluffy,Matsuri Happi,Off White C,Closed,Banner,Human,Focused,9,,,Cowboy Hat,Red Fang Face Paint,
9265,9265,M,Blue Short Spiky,Tank Top,Off White C,420,Guitar,Human,Indifferent,9,,Tribal Tattoo,IKZ Baseball Cap,,
9266,9266,F,Brown Bangs,Blue Kimono with Bow,Dark Purple,Scroll,Fan,Human,Striking,8,,Beads,,,
9267,9267,F,Blue Bob,Black Qipao,Red,Relaxed,Bean Juice,Human,Striking,9,,,Full Bandana,Round Purple Sunglasses,
9268,9268,M,Silver Disheveled,Kung Fu Shirt,Red,Gaiter,Monkey King Staff,Red,Meditating,8,,,Chef Headband,,
9269,9269,M,Brown Fluffy,Vest,Dark Purple,Whistling,Bean Juice,Human,Closed,8,,,Ayaigasa,,
9270,9270,M,Maroon Disheveled,Vegan Mink Coat,Off White C,Closed,,Human,Closed,8,,,Straw Hat,Eye Patch,
