,Hair,Clothing,Background,Mouth,Offhand,Type,Eyes,Token_id,Trait_count,Ear,Neck,Headgear,Face,Special
9177,Indigo Swept Back,Cat T-Shirt,Red,Smirk,Coin,Human,Tired,9177,7,,,,,
9178,Silver Short Spiky,Black Bomber,Off White A,Pout,Banner,Red,Tired,9178,9,Chiyogami,,Black Bucket Hat,,
9179,Powder Blue Swept Back,Hoshi Jacket,Off White B,Smirk,Blue Bean,Human,Meditating,9179,7,,,,,
9180,Long Dreadlocks,Hawaiian Shirt,Off White D,Closed,Sakura Katana,Human,Striking,9180,8,Red Tassel,,,,
9181,Indigo Bangs,Lavender Kimono with Bow,Red,Smirk,Bean Juice,Human,Calm,9181,8,,,Distressed Beanie,,
9182,Green Fluffy,Black Yukata,Red,Growl,Floorsweeper,Human,Meditating,9182,9,Wu,,Frog Baseball Cap,,
9183,Dreadlocks,Black Hoodie,Off White C,Growl,,Human,Bored,9183,6,,,,,
9184,Maroon Bun,Alpine Jacket,Dark Blue,Whistling,Talisman,Human,Calm,9184,7,,,,,
9185,Purple Spiky,Maroon Yukata,Off White D,Chuckle,Golden Skateboard,Human,Determined,9185,10,Frog,Golden Headphones,,Blue Sunglasses,
9186,Blonde Short Spiky,Shinto Robe,Off White D,Meh,Coin,Human,Closed,9186,7,,,,,
9187,Green Fluffy,Dress Shirt,Dark Blue,Smirk,Fishing Rod,Human,Closed,9187,8,,,,Eye Patch,
9188,Blonde Bun,Lavender Kimono with Bow,Off White D,420,Katana,Human,Fire,9188,8,,,Yellow Kanzashi,,
9189,Brown Spiky,Red Kimono,Off White D,Chuckle,,Human,Suspicious,9189,9,,Chain,Frog Baseball Cap,Round Purple Sunglasses,
9190,Teal Bun,Hoodie,Off White D,Relaxed,,Human,Joyful,9190,7,,Choker,,,
9191,Brown Samurai,Red Panda T-Shirt,Off White B,Relaxed,,Human,Fire,9191,6,,,,,
9192,Pink Hairband,Vegan Mink Coat,Dark Purple,Face Mask,Shuriken,Human,Joyful,9192,8,,,,,Butterfly
9193,Brown Spiky,Black Hoodie,Off White D,Closed,,Human,Pensive,9193,7,,,Full Bandana,,
9194,Silver Long,Blue Kimono,Off White B,Long Stubble,Sakura Katana,Human,Determined,9194,9,Yellow Fan,,,Reading Glasses,
9195,Black Orange Bangs,Red Panda Kigurumi,Cool Gray,Bubble Gum,Leather Katana,Human,Amethyst,9195,7,,,,,
9196,Purple Spiky,White Yukata,Off White C,Smoking,Floorsweeper,Human,Closed,9196,8,,,,Eye Patch,
9197,Gray Samurai,Blue Kimono,Off White C,Smoking,Sakura Katana,Human,Curious,9197,9,,,Azuki Cap,Red Stripes Face Paint,
9198,Brown Spiky,Maroon Yukata,Off White B,Pout,Sakura Katana,Human,Indifferent,9198,8,,,Chef Headband,,
9199,Indigo Long,Brown Yukata,Off White D,Chuckle,Monkey King Staff,Human,Pensive,9199,7,,,,,
9200,Magenta Long,Red Hoodie,Cool Gray,Closed,Lantern,Human,Tired,9200,8,,,Black Bucket Hat,,
9201,Maroon Bun,Rain Jacket,Red,Bubble Gum,,Red,Closed,9201,8,,,Red Panda Mask,Seer Eyeband,
9202,Maroon Short Spiky,Frog Kigurumi,Off White C,Smoking,,Human,Focused,9202,6,,,,,
9203,Silver Hairband,Sloth Hoodie,Off White A,Toothpick,,Human,Striking,9203,7,,,Straw Hat,,
9204,Brown Long,Vegan Mink Coat,Dark Blue,Stubble,Fan,Human,Closed,9204,8,,,,Eye Patch,
9205,Orange Swept Back,Blue Kimono,Off White C,Tactical Knife,Shinai,Human,Chill,9205,7,,,,,
9206,Teal Long,Dress Shirt,Off White D,Sleep Bubble,Bat,Human,Closed,9206,7,,,,,
9207,Blue Hairband,Archer,Off White B,Smirk,,Human,Determined,9207,8,,Zen Headphones,Purple Kanzashi,,
9208,Green Teal Long,Kimono with Jacket,Off White B,Relaxed,Monk Staff,Human,Lightning,9208,7,,,,,
9209,Blonde Hairband,Dress Shirt,Off White B,Grass,,Human,Closed,9209,8,,Contract Tattoo,Yellow Kanzashi,,
9210,Magenta Long,Green Yukata,Off White C,Gaiter,Leather Katana,Human,Closed,9210,9,Spiked Ring,,,Sleep Mask,
9211,Indigo Fluffy,Golden Red Panda Kigurumi,Off White A,Growl,Kanabo,Human,Chill,9211,8,,,,Round Purple Sunglasses,
9212,Orange Samurai,Blue Kimono,Off White B,Not Bad,Umbrella,Human,Tired,9212,9,,,Cowboy Hat,Reading Glasses,
9213,Teal Long,Shinto Robe,Cool Gray,Long Stubble,Monk Staff,Human,Chill,9213,7,,,,,
9214,Maroon Half Bun,Blue Qipao,Dark Purple,Chewing,,Red,Ruby,9214,6,,,,,
9215,Silver Flowy,Hoodie,Off White A,Lipstick,,Blue,Relaxed,9215,7,,Choker,,,
9216,Brown Samurai,Green Yukata,Off White D,Closed,Monkey King Staff,Human,Suspicious,9216,8,,,,Lipstick Kiss,
9217,Indigo Long,Azuki Tech Jacket,Dark Blue,Toothpick,Monk Staff,Human,Meditating,9217,8,Red Spiked Ring,,,,
9218,Green Ponytail,Bumblebee Jacket,Off White D,Laughing,Fan,Human,Determined,9218,7,,,,,
9219,Maroon Ponytail,Red Ninja Top,Off White D,Tactical Knife,Banner,Red,Closed,9219,10,,Zen Headphones,Distressed Beanie,Eye Patch,
9220,Brown Spiky,Azuki Sweater,Off White C,Not Bad,Katana,Red,Determined,9220,8,,,Azuki Cap,,
9221,Black Swept Back,Black Yukata,Off White A,Bubble Gum,,Human,Tired,9221,7,,Chill Headphones,,,
9222,Brown Ponytail,Sloth T-Shirt,Off White D,Smoking,,Human,Striking,9222,7,,,Chef Headband,,
9223,Silver Ponytail,Red Floral Kimono,Off White A,Face Mask,Lantern,Human,Closed,9223,10,,Chill Headphones,Horns,Ji Eyeband,
9224,Spirit Bob,White Qipao with Fur,Dark Blue,Lipstick,Lightning Orb,Spirit,Striking,9224,10,,Contract Tattoo,,Clear Glasses,Lightning
9225,Brown Bangs,Red Perfecto Jacket,Off White B,Tongue Out,Sakura Katana,Human,Ruby,9225,7,,,,,
9226,Silver Ponytail,Lavender Kimono with Bow,Off White A,Laughing,Hook Sword,Human,Calm,9226,7,,,,,
9227,Green Ponytail,Blue Floral Kimono,Red,Lipstick,Lantern,Human,Hopeful,9227,9,,Beads,,Black Glasses,
9228,Blue Pink Ombre Flowy,Sloth T-Shirt,Off White B,Whistling,Shuriken,Human,Amethyst,9228,9,Wireless Earbuds,,Sloth Beanie,,
9229,Black Hairband,Frog Kimono,Cool Gray,Whistling,Skateboard,Human,Determined,9229,8,,Towel,,,
9230,Brown Samurai,Azuki Tech Jacket,Dark Purple,Relaxed,,Human,Bored,9230,7,,,Sloth Baseball Cap,,
9231,Silver Bangs,Lavender Kimono with Bow,Off White B,Laughing,Sakura Katana,Human,Calm,9231,7,,,,,
9232,Teal Bangs,Black Hoodie,Off White C,Toothpick,Guitar,Human,Striking,9232,8,,,Full Bandana,,
9233,Silver Ponytail,Red Panda Kimono,Off White B,Bubble Gum,Sakura Katana,Human,Closed,9233,9,,,IKZ Baseball Cap,Heart Eye Patch,
9234,Blue Hairband,Turquoise Kimono,Off White C,Relaxed,Monkey King Staff,Human,Daydreaming,9234,9,,,Frog Headband,Eye Scar,
9235,Violet Flowy,Turquoise Kimono,Off White C,Toothpick,Red Bean,Human,Relaxed,9235,8,,Chill Headphones,,,
9236,Spirit Goddess,Cat T-Shirt,Red,Closed,Umbrella,Spirit,Joyful,9236,7,,,,,
9237,Indigo Ponytail,Yellow Bikini,Off White D,Laughing,Lantern,Human,Striking,9237,8,,,Frog Beanie,,
9238,Black Hairband,Red Floral Kimono,Off White A,Toothpick,Banner,Human,Joyful,9238,8,,,,Blush,
9239,Purple Pigtails,Yellow Bikini,Off White A,Grin,,Human,Closed,9239,8,Pearl,,Purple Kanzashi,,
9240,Silver Bob,Frog Kimono,Off White B,Smile,Banner,Human,Concerned,9240,8,Corded Earbuds,,,,
9241,Blue Spiky,Kung Fu Shirt,Dark Purple,Toothpick,Kanabo,Human,Closed,9241,9,,,IKZ Baseball Cap,Clear Glasses,
9242,Blue Bun,Bumblebee Jacket,Off White B,Grin,Leather Katana,Human,Closed,9242,8,,,Sloth Beanie,,
9243,Long Dreadlocks,White Qipao with Fur,Off White A,Smile,Katana,Human,Amethyst,9243,8,,,Sandogasa,,
9244,Silver Pixie,Turquoise Kimono with Bow,Off White D,Lipstick,Lantern,Human,Joyful,9244,7,,,,,
9245,Silver Long,Blue Kimono,Off White C,420,Golden Shinai,Blue,Determined,9245,8,,Towel,,,
9246,Indigo Disheveled,Hawaiian Shirt,Off White D,420,Fishing Rod,Human,Red,9246,8,,,Distressed Beanie,,
9247,Teal Long,Sloth T-Shirt,Off White B,Smirk,Bat,Human,Tired,9247,8,,Chill Headphones,,,
9248,Magenta Messy,Shinto Robe,Off White D,Wheat Straw,Banner,Human,Closed,9248,8,,,,Sleep Mask,
9249,Silver Long,Camo Hoodie,Off White A,Meh,Zanbato,Human,Determined,9249,9,,,IKZ Baseball Cap,Round Blue Sunglasses,
9250,Maroon Bun,Fur Hoodie,Off White D,Closed,Floorsweeper,Human,Concerned,9250,8,Stud,,,,
9251,Silver Bob,Black Hoodie,Off White B,Smile,Sake,Human,Joyful,9251,7,,,,,
9252,Powder Blue Swept Back,Red Perfecto Jacket,Off White C,Sleep Bubble,Umbrella,Human,Closed,9252,8,,,,Kabuki Facepaint,
9253,Buzzcut,Maroon Yukata,Off White B,Not Bad,Floorsweeper,Human,Curious,9253,8,,,,Black Glasses,
9254,Green Samurai,Black Blazer,Off White A,Relaxed,Talisman,Human,Bored,9254,8,,Chain,,,
9255,Teal Long,Archer,Cool Gray,Chuckle,Monk Staff,Human,Tired,9255,8,,,Full Bandana,,
9256,Indigo Ponytail,Hoshi Jacket,Off White D,Frown,Fan,Human,Striking,9256,7,,,,,
9257,Silver Ponytail,Black Qipao,Off White B,Laughing,,Human,Ruby,9257,6,,,,,
9258,Black Hairband,Red Floral Kimono,Off White D,420,Katana,Human,Pierced Eyebrow,9258,9,,,Cat Mask,Eye Scar,
9259,Green Half Bun,Alpine Jacket,Off White A,Toothpick,Bean Juice,Human,Closed,9259,8,,,,Sleep Mask,
9260,Blonde Short Spiky,Cat T-Shirt,Red,420,,Human,Tired,9260,7,,,Black Bucket Hat,,
9261,Black Hairband,Turquoise Kimono,Off White C,Closed,Sakura Katana,Human,Striking,9261,8,,Chill Headphones,,,
9262,Purple Bun,Bandage Top,Off White D,Smirk,Zanbato,Human,Closed,9262,9,,Koi Tattoo,Newsboy Cap,,
9263,Silver Bangs,Stitched Samurai Armor,Dark Blue,420,Boombox,Blue,Ruby,9263,8,,,Black Bucket Hat,,
9264,Brown Fluffy,Matsuri Happi,Off White C,Closed,Banner,Human,Focused,9264,9,,,Cowboy Hat,Red Fang Face Paint,
9265,Blue Short Spiky,Tank Top,Off White C,420,Guitar,Human,Indifferent,9265,9,,Tribal Tattoo,IKZ Baseball Cap,,
9266,Brown Bangs,Blue Kimono with Bow,Dark Purple,Scroll,Fan,Human,Striking,9266,8,,Beads,,,
9267,Blue Bob,Black Qipao,Red,Relaxed,Bean Juice,Human,Striking,9267,9,,,Full Bandana,Round Purple Sunglasses,
9268,Silver Disheveled,Kung Fu Shirt,Red,Gaiter,Monkey King Staff,Red,Meditating,9268,8,,,Chef Headband,,
9269,Brown Fluffy,Vest,Dark Purple,Whistling,Bean Juice,Human,Closed,9269,8,,,Ayaigasa,,
9270,Maroon Disheveled,Vegan Mink Coat,Off White C,Closed,,Human,Closed,9270,8,,,Straw Hat,Eye Patch,
9271,Blue Bob,Hoodie with Bag,Off White C,Chewing,Talisman,Human,Hopeful,9271,7,,,,,
9272,Brown Spiky,Kimono with Jacket,Off White B,Toothpick,Bat,Human,Pensive,9272,8,,,IKZ Baseball Cap,,
9273,Indigo Bangs,Black Ninja Top,Off White A,Toothpick,Lantern,Human,Closed,9273,7,,,,,
9274,Green Half Bun,Cat Hoodie,Cool Gray,Laughing,,Human,Determined,9274,8,,,Black Bucket Hat,,Fireflies
9275,Blue Bob,Red Floral Kimono,Off White A,Relaxed,Leather Katana,Human,Closed,9275,8,,,Purple Kanzashi,,
9276,Silver Bob,Red Floral Kimono,Red,Lipstick,,Red,Amethyst,9276,8,Corded Earbuds,Sneakers,,,
9277,Brown Fluffy,Rain Jacket,Off White A,Toothpick,,Human,Determined,9277,7,Cat,,,,
9278,Blue Spiky,Light Kimono,Off White A,Pout,,Human,Closed,9278,6,,,,,
9279,Green Ponytail,Blue Kimono with Bow,Off White A,Frown,,Human,Calm,9279,7,Yin Yang,,,,
9280,Pink Pixie,Blue Qipao,Off White B,Smirk,Monkey King Staff,Human,Closed,9280,8,,,,Bandaid,
9281,Pink Samurai,Azuki Tech Jacket,Dark Purple,Growl,Monkey King Staff,Human,Suspicious,9281,7,,,,,
9282,Buzzcut,Kimono with Jacket,Dark Purple,Meh,,Human,Curious,9282,6,,,,,
9283,Maroon Half Bun,White Yukata,Off White C,Wheat Straw,,Human,Chill,9283,8,,,Distressed Beanie,Reading Glasses,
9284,Maroon Disheveled,Black T-Shirt,Off White A,Pout,Banner,Red,Chill,9284,7,,,,,
9285,Powder Blue Pigtails,Rain Jacket,Off White D,Toothpick,,Human,Calm,9285,6,,,,,
9286,Blonde Flowy,Light Armor,Off White A,Frown,Hand Seal,Human,Striking,9286,7,,,,,
9287,Silver Dreadlocks,Turquoise Kimono with Bow,Red,Smile,,Blue,Striking,9287,8,,Chill Headphones,,Red Stripes Face Paint,
9288,Blue Spiky,Red Panda T-Shirt,Off White C,Relaxed,,Human,Closed,9288,7,,,,Eye Patch,
9289,Maroon Half Bun,Black Hoodie,Off White A,Smirk,Water Orb,Red,Closed,9289,9,,,,Sleep Mask,Water
9290,Spirit Spiky,Frog Yukata,Dark Blue,Pout,Floorsweeper,Spirit,Careless,9290,8,,,Black Bucket Hat,,
9291,Green Half Bun,White Yukata,Off White C,Grass,Bat,Human,Focused,9291,9,,,Backwards Cap,,Sakura
9292,Magenta Pigtails,Cat Hoodie,Off White B,Lipstick,Hand Wrap,Human,Closed,9292,8,,,,Blue Sunglasses,
9293,Magenta Flowy,Bumblebee Jacket,Off White D,Relaxed,Bean Juice,Human,Daydreaming,9293,8,,,,Lipstick Kiss,
9294,Silver Hairband,Blue Kimono with Bow,Off White D,Smirk,Bat,Blue,Concerned,9294,8,,,,Black Glasses,
9295,Silver Bun,Stitched Samurai Armor,Off White C,Smoking,Gloves,Blue,Daydreaming,9295,10,Blue Bean,Beads,Backwards Cap,,
9296,Violet Flowy,Lavender Kimono with Bow,Off White A,Chewing,Skateboard,Human,Closed,9296,7,,,,,
9297,Pink Pixie,Red Hoodie,Off White B,Smile,Shuriken,Human,Amethyst,9297,8,,,,Blush,
9298,Indigo Ponytail,Black Ninja Top,Off White C,Frown,Fireball,Human,Closed,9298,9,,Red Panda Headphones,,Blue Sunglasses,
9299,Indigo Swept Back,Red Kimono,Off White A,Tactical Knife,,Human,Chill,9299,8,Wu,Chain,,,
9300,Magenta Pigtails,Blue Qipao,Red,Grin,Red Bean,Human,Relaxed,9300,7,,,,,
9301,Purple Dreadlocks,White Blazer,Dark Purple,Closed,Sakura Katana,Human,Tired,9301,7,,,,,
9302,Blue Hairband,Bandage Top,Red,Closed,Fan,Human,Calm,9302,7,,,,,
9303,Indigo Messy,Bumblebee Jacket,Off White D,Closed,Golden Fishing Rod,Human,Determined,9303,7,,,,,
9304,Green Ponytail,Vegan Mink Coat,Red,420,,Human,Amethyst,9304,7,,,Yellow Kanzashi,,
9305,Silver Bangs,Tank Top with Jacket,Cool Gray,Tactical Knife,Hand Wrap,Blue,Amethyst,9305,8,,,,Round Blue Sunglasses,
9306,Black Disheveled,Azuki Tech Jacket,Off White C,Pout,Fan,Human,Chill,9306,8,,,IKZ Baseball Cap,,
9307,Maroon Fluffy,Maroon Yukata,Off White A,Growl,,Human,Meditating,9307,7,,,,,Smoke
9308,Maroon Bob,Turquoise Kimono,Off White C,Grin,Banner,Red,Calm,9308,8,,,,,Earth
9309,Silver Pixie,Light Kimono,Off White D,Closed,Leather Katana,Human,Closed,9309,7,,,,,
9310,Blonde Swept Back,Black T-Shirt,Off White A,Smoking,Shuriken,Human,Closed,9310,10,Frog,Towel,,Red Fang Face Paint,
9311,Green Flowy,Azuki Tech Jacket,Off White D,Chewing,Banner,Human,Joyful,9311,8,,,,Round Blue Sunglasses,
9312,Green Spiky,Maroon Yukata,Off White A,Not Bad,Hook Sword,Human,Fire,9312,7,,,,,
9313,Teal Bangs,Blue Qipao,Off White A,Wheat Straw,Monk Staff,Human,Concerned,9313,7,,,,,
9314,Teal Messy,Vest,Off White D,Meh,,Human,Meditating,9314,7,Skull Ear Cuffs,,,,
9315,Violet Flowy,Lavender Kimono with Bow,Red,Grass,,Human,Ruby,9315,7,,,IKZ Baseball Cap,,
9316,Green Ponytail,Sloth Kimono,Off White A,Smoking,,Human,Calm,9316,9,,Tribal Tattoo,Chef Headband,Round Purple Sunglasses,
9317,Long Dreadlocks,Red Floral Kimono,Dark Purple,Relaxed,,Human,Concerned,9317,7,Red Cylinder,,,,
9318,Green Ombre Flowy,Red Ninja Top,Off White B,Relaxed,Hand Wrap,Human,Closed,9318,8,,,,Heart Eye Patch,
9319,Blonde Swept Back,Cat T-Shirt,Off White C,Wheat Straw,Monk Staff,Human,Lightning,9319,8,,Towel,,,
9320,Green Spiky,Plated Samurai Armor,Off White A,Not Bad,,Human,Careless,9320,6,,,,,
9321,Black Pigtails,Cat Kimono,Off White B,Smirk,,Human,Closed,9321,7,,,,Round Blue Sunglasses,
9322,Silver Bob,Red Hoodie,Off White B,Toothpick,,Red,Amethyst,9322,6,,,,,
9323,Violet Flowy,Cat Kigurumi,Off White D,Smirk,,Human,Hopeful,9323,6,,,,,
9324,Powder Blue Pigtails,Vest,Off White B,Frown,Coin,Human,Hopeful,9324,7,,,,,
9325,Black Pigtails,Cat Kimono,Red,Chewing,,Human,Pierced Eyebrow,9325,6,,,,,
9326,Indigo Fluffy,Blue Kimono,Off White A,Closed,Bat,Human,Pensive,9326,8,,,Cat Beanie,,
9327,Dreadlocks,Blue Kimono,Off White C,Smirk,Umbrella,Human,Indifferent,9327,8,Wu,,,,
9328,Maroon Half Bun,Sloth T-Shirt,Off White C,Laughing,Sakura Katana,Red,Calm,9328,8,,,,Black Glasses,
9329,Green Ombre Bangs,Black Qipao,Off White A,Bubble Gum,Katana,Blue,Striking,9329,7,,,,,
9330,Blonde Bun,Blue Floral Kimono,Off White A,Closed,,Human,Determined,9330,8,Blue Fan,Beads,,,
9331,Blonde Pixie,Turquoise Kimono,Off White B,Whistling,Fan,Human,Pierced Eyebrow,9331,9,,,Yellow Kanzashi,Red Fang Face Paint,
9332,Blonde Messy,Black Hoodie,Cool Gray,Grass,,Human,Chill,9332,8,,,Black Bucket Hat,Reading Glasses,
9333,Violet Flowy,Blue Floral Kimono,Dark Purple,Tactical Knife,Shuriken,Human,Hopeful,9333,9,,,,Round Purple Sunglasses,Butterfly
9334,Indigo Bangs,Light Armor,Off White C,Grin,,Human,Concerned,9334,6,,,,,
9335,Maroon Bun,Blue Kimono with Bow,Off White A,Relaxed,Fan,Human,Closed,9335,9,,Beads,,Eye Patch,
9336,Maroon Ponytail,Lavender Kimono with Bow,Cool Gray,Closed,Bat,Red,Concerned,9336,8,Ethereum,,,,
9337,Indigo Long,Red Perfecto Jacket,Off White B,Closed,Sakura Katana,Human,Suspicious,9337,8,Spiked Ring,,,,
9338,Blonde Hairband,Turquoise Kimono,Off White B,Laughing,,Human,Concerned,9338,8,,Chill Headphones,Frog Headband,,
9339,Brown Bangs,Light Kimono,Off White A,Smile,Banner,Human,Striking,9339,7,,,,,
9340,Brown Long,Suit with Turtleneck,Off White B,Face Mask,Monk Staff,Human,Lightning,9340,7,,,,,
9341,Pink Flowy,Turquoise Kimono,Off White C,Sleep Bubble,,Human,Closed,9341,8,,Golden Headphones,,Eye Patch,
9342,Pink Bangs,Red Qipao with Fur,Off White B,Grin,Bean Juice,Human,Ruby,9342,8,,,IKZ Baseball Cap,,
9343,Powder Blue Disheveled,Shinto Robe,Off White B,Relaxed,Katana,Human,Closed,9343,9,Ethereum,,,Seer Eyeband,
9344,Buzzcut,Frog T-Shirt,Red,Chuckle,Coin,Human,Pensive,9344,8,,,Pointy Straw Hat,,
9345,Silver Pixie,Turquoise Kimono with Bow,Off White C,Frown,Coin,Blue,Hopeful,9345,9,Red Spiked Ring,Sloth Headphones,,,
9346,Indigo Ponytail,Vegan Mink Coat,Dark Blue,Relaxed,Bokken,Human,Red,9346,9,Blue Cylinder,,,,Fox Fire
9347,Orange Pixie,Turquoise Kimono,Off White C,Chewing,Bat,Human,Concerned,9347,7,,,,,
9348,Silver Spiky,Matsuri Happi,Off White C,Toothpick,,Human,Pensive,9348,7,,,IKZ Baseball Cap,,
9349,Brown Fluffy,Vegan Mink Coat,Off White D,Growl,Sakura Katana,Human,Curious,9349,8,,Tribal Tattoo,,,
9350,Indigo Swept Back,Suikan,Off White A,Chuckle,Floorsweeper,Human,Closed,9350,8,,Chill Headphones,,,
9351,Indigo Disheveled,Red Panda Yukata,Off White B,Chuckle,Bat,Human,Tired,9351,8,,,,Red Stripes Face Paint,
9352,Blonde Bun,Red Ninja Top,Off White B,Smile,Bean Juice,Human,Closed,9352,9,Yellow Fan,,,Kabuki Facepaint,
9353,Powder Blue Pigtails,White Qipao with Fur,Dark Blue,Tongue Out,Leather Katana,Human,Ruby,9353,8,,,Straw Hat,,
9354,Purple Pigtails,White Qipao with Fur,Off White D,Laughing,Monk Staff,Human,Closed,9354,9,,,Ayaigasa,Ji Eyeband,
9355,Indigo Messy,White Blazer,Off White C,Toothpick,Bean Juice,Human,Careless,9355,7,,,,,
9356,Maroon Bun,Red Ninja Top,Dark Purple,Toothpick,Fan,Human,Relaxed,9356,9,,,,Round Blue Sunglasses,Butterfly
9357,Maroon Ponytail,Frog Hoodie,Off White C,Grass,,Human,Amethyst,9357,7,Ear Cuffs,,,,
9358,Brown Spiky,Fur Hoodie,Off White B,Whistling,Banner,Human,Tired,9358,8,,,,Eye Scar,
9359,Maroon Disheveled,Black Blazer,Off White C,Chuckle,Talisman,Human,Tired,9359,10,,Chain,Broken Straw Hat,Red Bandana,
9360,Teal Bangs,Archer,Red,Smirk,,Human,Closed,9360,6,,,,,
9361,Pink Hairband,Blue Bomber,Off White A,Smile,Sakura Katana,Human,Ruby,9361,9,,Chill Headphones,Red Panda Baseball Cap,,
9362,Black Bangs,Red Perfecto Jacket,Cool Gray,Relaxed,Coin,Human,Ruby,9362,9,,,,Clear Glasses,Sakura
9363,Black Disheveled,Azuki Sweater,Off White C,Smoking,Sake,Human,Curious,9363,8,,Frog Headphones,,,
9364,Purple Pigtails,Tank Top with Jacket,Red,Smile,Floorsweeper,Human,Ruby,9364,9,,,Horns,Kabuki Facepaint,
9365,Green Ponytail,Red Floral Kimono,Off White C,Grin,Zanbato,Human,Amethyst,9365,8,,,Purple Kanzashi,,
9366,Silver Pixie,Azuki Track Jacket,Off White D,Laughing,Blue Bean,Human,Concerned,9366,7,,,,,
9367,Black Bangs,Red Panda Hoodie,Off White A,Relaxed,Fan,Human,Closed,9367,10,,Towel,Sandogasa,Eye Patch,
9368,Silver Bob,Vegan Mink Coat,Off White C,Tongue Out,Katana,Human,Amethyst,9368,8,,,,Bandaid,
9369,Teal Messy,Denim Jacket,Off White A,Gaiter,Water Orb,Human,White,9369,8,,,,,Water
9370,Black Pigtails,Blue Qipao,Off White D,Closed,Golden Bean,Human,Closed,9370,8,,,,Ji Eyeband,
9371,Indigo Ponytail,Turquoise Kimono with Bow,Off White B,Smile,Hook Sword,Human,Relaxed,9371,7,,,,,
9372,Brown Flowy,Tank Top with Jacket,Off White C,Frown,Bat,Human,Daydreaming,9372,7,,,,,
9373,Blue Spiky,Shinto Robe,Off White C,Meh,Sake,Human,Pierced Eyebrow,9373,8,,,,Bandaid,
9374,Purple Spiky,Shinto Robe,Dark Purple,Stubble,Fan,Human,White,9374,8,,Beads,,,
9375,Green Teal Long,Fur Hoodie,Off White D,Meh,Katana,Human,Pensive,9375,7,,,,,
9376,Magenta Flowy,White Qipao with Fur,Off White D,Gaiter,Boombox,Human,Ruby,9376,9,,,,Eye Scar,Earth
9377,Magenta Flowy,Red Hoodie,Off White D,Grin,Floorsweeper,Human,Joyful,9377,7,,,,,
9378,Blue Bob,Light Armor,Cool Gray,Face Mask,Banner,Human,Determined,9378,7,,,,,
9379,Teal Hairband,Blue Bomber,Cool Gray,Smile,Gloves,Human,Concerned,9379,9,,Chill Headphones,,,Fireflies
9380,Black Bangs,Black Qipao,Off White B,Relaxed,Hand Seal,Human,Concerned,9380,7,,,,,
9381,Blonde Hairband,Red Qipao with Fur,Red,Grass,Lantern,Human,Daydreaming,9381,8,,,,Bandaid,
9382,Indigo Swept Back,Black Blazer,Off White D,Toothpick,Lantern,Human,Careless,9382,9,,Chain,IKZ Baseball Cap,,
9383,Indigo Bangs,Camo Tech Jacket,Off White A,Laughing,Bat,Human,Concerned,9383,8,,,Purple Kanzashi,,
9384,Blue Spiky,Red Kimono,Dark Blue,Not Bad,Shinai,Human,Indifferent,9384,10,,Chain,,Eye Scar,Fox Fire
9385,Green Spiky,Black Bomber,Off White A,Relaxed,Leather Katana,Human,Chill,9385,8,Corded Earbuds,,,,
9386,Blue Hairband,Red Ninja Top,Dark Blue,Closed,Guitar,Human,Striking,9386,10,,Zen Headphones,,Bandaid,Fox Fire
9387,Blue Nightshade Half Bun,Azuki Tech Jacket,Off White D,Stubble,Umbrella,Human,Careless,9387,8,,,,Bandaid,
9388,Purple Spiky,Fur Hoodie,Dark Purple,Not Bad,,Human,Curious,9388,9,,,Chef Headband,Black Glasses,Butterfly
9389,Blonde Hairband,Red Floral Kimono,Off White A,Lipstick,Leather Katana,Human,Calm,9389,8,,Chill Headphones,,,
9390,Purple Pigtails,Turquoise Kimono with Bow,Red,Chewing,Floorsweeper,Human,Striking,9390,10,,Beads,Sandogasa,Black Glasses,
9391,Blue Bun,Cat Kimono,Off White B,Relaxed,Talisman,Human,Determined,9391,8,Red Tassel,,,,
9392,Blonde Swept Back,Camo Hoodie,Off White C,Smoking,Bat,Human,Bored,9392,7,,,,,
9393,Indigo Long,Green Yukata,Off White B,Grass,,Human,Pensive,9393,7,,,IKZ Baseball Cap,,
9394,Indigo Pixie,Light Armor,Off White B,Chewing,Lightning Orb,Human,Glowing,9394,8,,,Pointy Straw Hat,,
9395,Indigo Disheveled,White Yukata,Dark Blue,Wheat Straw,,Human,Curious,9395,10,Dragon,Sloth Headphones,Sloth Baseball Cap,,Fox Fire
9396,Maroon Short Spiky,White T-Shirt,Cool Gray,Meh,Banner,Human,Tired,9396,9,,,Horns,Clear Glasses,
9397,Violet Flowy,Turquoise Kimono,Off White C,Grin,,Human,Hopeful,9397,7,,,Newsboy Cap,,
9398,Brown Samurai,Hoshi Jacket,Red,Closed,Lantern,Human,Bored,9398,9,Wireless Earbuds,,,Red Stripes Face Paint,
9399,Black Pigtails,Hawaiian Shirt,Off White B,Smirk,Lightning Orb,Human,Amethyst,9399,7,,,,,
9400,Dreadlocks,Azuki Tech Jacket,Red,Pout,,Human,Careless,9400,9,Square Stud,,Chef Headband,,Earth
9401,Silver Bob,Hoshi Jacket,Off White C,Smile,,Red,Closed,9401,8,,,Ayaigasa,Eye Patch,
9402,Brown Spiky,Green Yukata,Off White D,420,Golden Kanabo,Human,Indifferent,9402,9,,,Sloth Mask,Red Fang Face Paint,
9403,Blonde Pixie,Pink Oversized Kimono,Off White B,Frown,Fan,Human,Amethyst,9403,9,,Zen Headphones,Horns,,
