,Token_id,Trait_count,Trait_list
7642,7642,6,"['Pout', 'Tired', 'Off White C', 'Human', 'Kimono with Straw Hat', 'Hand Seal']"
7643,7643,10,"['Cool Gray', 'Corded Earbuds', 'Black Blonde Half Bun', 'Straw Poncho', 'Lightning', 'Lightning Orb', 'Pointy Straw Hat', 'Smoke', 'Human', 'Face Mask']"
7644,7644,6,"['Black Hairband', 'Smile', 'Off White D', 'Human', 'Hoodie with Bag', 'Striking']"
7645,7645,8,"['Fur Hoodie', 'Eye Scar', 'Off White C', 'Human', 'Banner', 'Maroon Fluffy', 'Sleep Bubble', 'Closed']"
7646,7646,8,"['Meh', 'Brown Long', 'Sake', 'Distressed Beanie', 'Off White C', 'Vegan Mink Coat', 'Human', 'Closed']"
7647,7647,9,"['Silver Pixie', 'Off White D', 'Concerned', 'Beads', 'Bat', 'Yellow Fan', 'Turquoise Kimono with Bow', 'Human', 'Closed']"
7648,7648,8,"['Joyful', 'Chewing', 'Off White B', 'Lantern', 'Cat Baseball Cap', 'Human', 'Black Hoodie', 'Green Ombre Flowy']"
7649,7649,8,"['White', 'Dress Shirt', 'Off White D', 'Purple Bun', 'Chef Headband', 'Bat', 'Frown', 'Human']"
7650,7650,7,"['Yellow Bikini', 'Zanbato', 'Smirk', 'Cool Gray', 'Teal Bob', 'Daydreaming', 'Human']"
7651,7651,7,"['Red', 'Magenta Long', 'White Blazer', 'Grass', 'Careless', 'Sakura Katana', 'Human']"
7652,7652,8,"['Toothpick', 'Chain', 'Black Blazer', 'Off White B', 'Guitar', 'Blue Spiky', 'Careless', 'Human']"
7653,7653,7,"['Red', 'Blue Floral Kimono', 'Green Ponytail', 'Closed', 'Beret', 'Human', 'Determined']"
7654,7654,10,"['Purple Kanzashi', 'Corded Earbuds', 'Chewing', 'Off White D', 'Blue Hairband', 'Vegan Mink Coat', 'Pierced Eyebrow', 'Human', 'Boombox', 'Red Fang Face Paint']"
7655,7655,6,"['Magenta Pigtails', 'Red Ninja Top', 'Off White A', 'Frown', 'Human', 'Amethyst']"
7656,7656,7,"['Bandaid', 'Closed', 'Grass', 'Fire', 'Off White C', 'Human', 'Red Panda Yukata']"
7657,7657,9,"['Bandaid', 'Wheat Straw', 'Full Bandana', 'Cat', 'Off White C', 'Turquoise Kimono with Bow', 'Pierced Eyebrow', 'Human', 'Silver Ponytail']"
7658,7658,6,"['Red', 'Camo Tech Jacket', 'Grass', 'Purple Pigtails', 'Human', 'Closed']"
7659,7659,8,"['Umbrella', 'Rain Jacket', 'Surprised', 'Off White A', 'Daydreaming', 'Brown Flowy', 'Human', 'Sakura']"
7660,7660,8,"['Toothpick', 'Umbrella', 'Corded Earbuds', 'Black Qipao', 'Off White D', 'Daydreaming', 'Purple Pigtails', 'Human']"
7661,7661,9,"['Stitched Samurai Armor', 'Chill', 'Sloth Headband', 'Wheat Straw', 'Off White A', 'Dreadlocks', 'Leather Katana', 'Human', 'Red Fang Face Paint']"
7662,7662,7,"['Blonde Short Spiky', 'Dark Purple', 'Pout', 'Leather Katana', 'Human', 'White Layered Yukata', 'Determined']"
7663,7663,8,"['Yellow Bikini', 'Blonde Bun', 'Black Glasses', 'Off White A', 'Chewing', 'Daydreaming', 'Sakura Katana', 'Human']"
7664,7664,8,"['Red Kimono', 'Chain', 'Red Stripes Face Paint', 'Off White B', 'Pierced Eyebrow', 'Silver Long', 'Chuckle', 'Blue']"
7665,7665,6,"['Off White B', 'Tank Top with Jacket', 'Concerned', 'Black Teal Bangs', 'Human', 'Closed']"
7666,7666,7,"['Spirit', 'Dark Blue', 'Lavender Kimono with Bow', 'Grin', 'Spirit Ponytail', 'Golden Katana', 'Striking']"
7667,7667,7,"['Red', 'Green Spiky', 'Pensive', 'Brown Yukata', 'Pout', 'Human', 'Small Hoop']"
7668,7668,7,"['Sloth Kimono', 'Smirk', 'Monkey King Staff', 'Off White C', 'Calm', 'Human', 'Brown Ponytail']"
7669,7669,8,"['Surprised', 'Hoodie', 'Choker', 'Off White A', 'Blue Bun', 'Beret', 'Human', 'Relaxed']"
7670,7670,7,"['Sloth Kimono', 'Silver Bangs', 'Chewing', 'Off White D', 'Floorsweeper', 'Human', 'Relaxed']"
7671,7671,9,"['Horns', 'Red Stripes Face Paint', 'Off White A', 'Grin', 'White Qipao with Fur', 'Blonde Flowy', 'Leather Katana', 'Human', 'Hopeful']"
7672,7672,7,"['Brown Messy', 'Wheat Straw', 'Off White B', 'Green Yukata', 'Meditating', 'Leather Katana', 'Human']"
7673,7673,7,"['Off White A', 'Cat Kimono', 'Newsboy Cap', 'Grass', 'Violet Flowy', 'Human', 'Closed']"
7674,7674,8,"['Smirk', 'Green Flowy', 'Off White A', 'Full Bandana', 'Fan', 'Red Floral Kimono', 'Human', 'Hopeful']"
7675,7675,7,"['420', 'Concerned', 'Blue Floral Kimono', 'Green Ponytail', 'Off White C', 'Golden Skateboard', 'Human']"
7676,7676,9,"['Shinto Robe', 'Shinai', 'Indifferent', 'Silver Short Spiky', 'Yin Yang', 'Closed', 'Dark Purple', 'Red Bandana', 'Blue']"
7677,7677,8,"['Cat Kimono', 'Daydreaming', 'Laughing', 'Off White C', 'Lantern', 'Maroon Ponytail', 'Human', 'Fur Bucket Hat']"
7678,7678,8,"['Chill', 'Ruby', 'Off White D', 'Maroon Bun', 'Floorsweeper', 'Human', 'Tank Top', 'Closed']"
7679,7679,8,"['Cool Gray', 'Smirk', 'Closed', 'Magenta Long', 'Human', 'Banner', 'Eye Patch', 'White Yukata']"
7680,7680,8,"['Tribal Tattoo', 'Off White A', 'Turquoise Kimono', 'Green Pigtails', 'Lipstick', 'Human', 'Dragon', 'Striking']"
7681,7681,9,"['Red', 'Sneakers', 'Silver Bangs', 'Sandogasa', 'Katana', 'Closed', 'Vegan Mink Coat', 'Human', 'Determined']"
7682,7682,11,"['Brown Messy', 'Wheat Straw', 'Fireflies', 'Sakura Katana', 'Round Purple Sunglasses', 'Sandogasa', 'Beads', 'Off White C', 'Pierced Eyebrow', 'Human', 'White Yukata']"
7683,7683,9,"['Magenta Long', 'Focused', 'Off White A', 'Red Panda Headphones', 'Lantern', 'Suit with Turtleneck', 'Human', 'IKZ Baseball Cap', 'Closed']"
7684,7684,6,"['Indigo Messy', 'Cool Gray', 'Bubble Gum', 'Pensive', 'Human', 'Light Kimono']"
7685,7685,9,"['Earth', 'Dress Shirt', 'Off White D', 'Laughing', 'Sloth', 'Beret', 'Human', 'Relaxed', 'Indigo Ponytail']"
7686,7686,6,"['Chewing', 'Off White D', 'Blue Nightshade Half Bun', 'Sloth Hoodie', 'Human', 'Striking']"
7687,7687,8,"['Silver Pixie', 'Sunflower', 'Smile', 'Off White A', 'Human', 'Amethyst', 'IKZ Baseball Cap', 'Tank Top']"
7688,7688,7,"['White', 'Fishing Rod', 'Lavender Kimono with Bow', 'Grass', 'Off White C', 'Human', 'Powder Blue Pigtails']"
7689,7689,7,"['Magenta Pigtails', 'Sloth T-Shirt', 'Off White D', 'Fan', 'Whistling', 'Human', 'Determined']"
7690,7690,8,"['Curious', 'Green Fluffy', 'Azuki Tech Jacket', 'Floorsweeper', 'Off White C', 'Smoking', 'Human', 'Ear Cuffs']"
7691,7691,7,"['Pensive', 'Pout', 'Bat', 'Off White C', 'Human', 'Silver Long', 'Hoodie with Bag']"
7692,7692,7,"['Maroon Yukata', 'Relaxed', 'Off White A', 'Human', 'Indigo Fluffy', 'Red Panda', 'Closed']"
7693,7693,9,"['Hand Wrap', 'Off White A', 'Dreadlocks', 'Laughing', 'Black Bomber', 'Calm', 'Human', 'Fur Bucket Hat', 'Red Fang Face Paint']"
7694,7694,8,"['Umbrella', 'Bandaid', 'Teal Hairband', 'Relaxed', 'Dress Shirt', 'Dark Purple', 'Daydreaming', 'Human']"
7695,7695,7,"['Ayaigasa', 'Hoshi Jacket', 'Off White C', 'Human', 'Green Samurai', 'Closed', 'Closed']"
7696,7696,9,"['Relaxed', 'Suspicious', 'White T-Shirt', 'Chef Headband', 'Off White C', 'Brown Samurai', 'Human', 'Chill Headphones', 'Red Fang Face Paint']"
7697,7697,7,"['Magenta Flowy', 'Lavender Kimono with Bow', 'Red', 'Off White C', 'Banner', 'Face Mask', 'Striking']"
7698,7698,7,"['Smirk', 'Silver Pixie', 'Red', 'Off White D', 'Monk Staff', 'Calm', 'White Hoodie']"
7699,7699,8,"['Red Qipao with Fur', 'Katana', 'Off White B', 'Lipstick', 'Sleep Mask', 'Human', 'Silver Ponytail', 'Closed']"
7700,7700,8,"['Relaxed', 'Turquoise Kimono', 'Green Pigtails', 'Daydreaming', 'Off White D', 'Yellow Fan', 'Smoke', 'Human']"
7701,7701,7,"['Buzzcut', 'Relaxed', 'Black Yukata', 'Off White B', 'Chef Headband', 'Closed', 'Blue']"
7702,7702,7,"['Chewing', 'Bat', 'Off White C', 'Blue Bun', 'Turquoise Kimono with Bow', 'Human', 'Determined']"
7703,7703,8,"['Maroon Yukata', 'Focused', 'Off White D', 'Coin', 'Pout', 'Human', 'Blue Samurai', 'IKZ Baseball Cap']"
7704,7704,8,"['Corded Earbuds', 'Pensive', 'Off White B', 'Grass', 'Magenta Messy', 'Leather Katana', 'Human', 'Light Kimono']"
7705,7705,6,"['Off White D', 'Beige Poncho', 'Indigo Bangs', 'Human', 'Sleep Bubble', 'Closed']"
7706,7706,8,"['Shinai', 'Fur Hoodie', 'Off White A', 'Red', 'Concerned', 'Lipstick', 'Green Ombre Bangs', 'IKZ Baseball Cap']"
7707,7707,8,"['Toothpick', 'Pink Bangs', 'Dark Blue', 'Reading Glasses', 'Fox Fire', 'Vest', 'Human', 'Hopeful']"
7708,7708,6,"['Off White D', 'Brown Yukata', 'Human', 'Green Samurai', 'Chuckle', 'Closed']"
7709,7709,7,"['Black Glasses', 'Off White D', 'Grass', 'Black Bangs', 'Human', 'Hoodie with Bag', 'Determined']"
7710,7710,9,"['Dark Blue', 'Red', 'Maroon Half Bun', 'Frog Headphones', 'Red', 'Fox Fire', 'Not Bad', 'Boombox', 'White Layered Yukata']"
7711,7711,8,"['Chewing', 'Off White D', 'Concerned', 'Lightning Orb', 'Turquoise Kimono with Bow', 'Human', 'Green Ombre Bangs', 'Chill Headphones']"
7712,7712,8,"['Zanbato', 'Horns', 'Suspicious', 'Off White D', 'Orange Swept Back', 'Human', 'Light Kimono', 'Closed']"
7713,7713,9,"['Zanbato', 'Clear Glasses', 'Backwards Cap', 'Black Kimono', 'Indigo Long', 'Off White C', 'Meditating', 'Human', 'Chuckle']"
7714,7714,7,"['Zanbato', 'Red Hoodie', 'Relaxed', 'Off White B', 'Brown Samurai', 'Human', 'Closed']"
7715,7715,7,"['Brown Long', 'Sneakers', 'Off White A', 'White Blazer', 'Meditating', 'Human', 'Face Mask']"
7716,7716,8,"['Zanbato', 'Relaxed', 'Silver Short Spiky', 'Focused', 'Off White B', 'Yellow Fan', 'White Yukata', 'Blue']"
7717,7717,7,"['Chill', 'Clear Glasses', 'Off White D', 'Maroon Disheveled', 'Human', 'White Yukata', 'Tactical Knife']"
7718,7718,7,"['Zanbato', 'Brown Yukata', 'Off White C', 'Indigo Swept Back', 'Human', 'Growl', 'Bored']"
7719,7719,8,"['Matsuri Happi', 'Dark Blue', 'Sakura Katana', 'Smoking', 'Indigo Long', 'Pierced Eyebrow', 'Human', 'Golden Headphones']"
7720,7720,9,"['Bandaid', 'Off White D', 'Frog Headphones', 'Laughing', 'Blue Floral Kimono', 'Silver Bob', 'Monk Staff', 'Human', 'Relaxed']"
7721,7721,10,"['Orange Short Spiky', 'Ayaigasa', 'Corded Earbuds', 'Cat T-Shirt', 'Gloves', 'Off White C', 'Smoking', 'Human', 'Red Fang Face Paint', 'Closed']"
7722,7722,6,"['Buzzcut', 'Indifferent', 'Relaxed', 'Off White B', 'Azuki Sweater', 'Blue']"
7723,7723,7,"['Red', 'Red Hoodie', 'Red', 'Sakura Katana', 'Human', 'Blue Samurai', 'Closed']"
7724,7724,9,"['Kimono with Jacket', 'Earth', 'Red Stripes Face Paint', 'Suspicious', 'Indigo Long', 'Off White C', 'Smoking', 'Human', 'Dragon']"
7725,7725,9,"['Ayaigasa', 'Closed', 'Eye Scar', 'Off White D', 'Lantern', 'Not Bad', 'Human', 'Green Half Bun', 'Red Panda Yukata']"
7726,7726,7,"['Black Hairband', 'Camo Tech Jacket', 'Determined', 'Off White B', 'Leather Katana', 'Human', 'Closed']"
7727,7727,9,"['Dark Purple', 'Red Bean', 'Lipstick', 'Butterfly', 'Blue Qipao', 'Human', 'Amethyst', 'Banner', 'Green Flowy']"
7728,7728,7,"['Bean Juice', 'Off White D', 'Dreadlocks', 'Frog Kigurumi', 'Long Stubble', 'Careless', 'Human']"
7729,7729,8,"['Cool Gray', 'Yellow Kanzashi', 'Red', 'Tank Top with Jacket', 'Maroon Bun', 'Hand Seal', 'Relaxed', 'Closed']"
7730,7730,8,"['Red', 'Stitched Samurai Armor', 'Indifferent', 'Blonde Messy', 'Bat', 'Human', 'Chuckle', 'Tribal Tattoo']"
7731,7731,7,"['Shinto Robe', 'Buzzcut', 'Pensive', 'Coin', 'Off White B', 'Human', 'Closed']"
7732,7732,10,"['Cool Gray', 'Powder Blue Swept Back', 'Red Stripes Face Paint', 'Fireflies', 'Relaxed', 'Black Kimono', 'Monkey King Staff', 'Meditating', 'Human', 'Cowboy Hat']"
7733,7733,8,"['Toothpick', 'Red Stripes Face Paint', 'Horns', 'Off White A', 'Blue Floral Kimono', 'Silver Bun', 'Amethyst', 'Blue']"
7734,7734,7,"['Red Kimono', 'Chain', 'Off White A', 'Orange Swept Back', 'Careless', 'Human', 'Growl']"
7735,7735,8,"['Lavender Kimono with Bow', 'Joyful', 'Laughing', 'Chef Headband', 'Bat', 'Off White C', 'Human', 'Silver Ponytail']"
7736,7736,8,"['Kanabo', 'Chewing', 'Glowing', 'Green Ponytail', 'Azuki Tech Jacket', 'Off White C', 'Human', 'Ear Cuffs']"
7737,7737,9,"['Smile', 'Orange Pixie', 'Dark Purple', 'Katana', 'Beads', 'Black Bomber', 'Calm', 'Human', 'Sakura']"
7738,7738,8,"['Red Ninja Top', 'Ruby', 'Grass', 'Brown Half Bun', 'Round Blue Sunglasses', 'Floorsweeper', 'Off White C', 'Human']"
7739,7739,7,"['Sake', 'Teal Long', 'Black Yukata', 'Off White D', 'Not Bad', 'Human', 'Closed']"
7740,7740,10,"['Sake', 'Blonde Short Spiky', 'Smirk', 'Dark Blue', 'Kung Fu Shirt', 'Lightning', 'Beret', 'Human', 'Eye Patch', 'Closed']"
7741,7741,6,"['Toothpick', 'Dark Blue', 'Maroon Bun', 'Blue Bomber', 'Human', 'Hopeful']"
7742,7742,7,"['Chewing', 'Blue Bob', 'Daydreaming', 'Azuki Track Jacket', 'Off White C', 'Human', 'Golden Boombox']"
7743,7743,9,"['Maroon Yukata', 'Broken Straw Hat', 'Golden Shinai', 'Silver Short Spiky', 'Off White D', 'Gaiter', 'Careless', 'Human', 'Small Hoop']"
7744,7744,8,"['White', 'Silver Swept Back', 'Off White B', 'Lantern', 'Not Bad', 'Human', 'Dragon', 'Tank Top']"
7745,7745,10,"['Broken Straw Hat', 'Dark Blue', 'Pink Samurai', 'Sleep Mask', 'Fox Fire', 'Monk Staff', 'Human', 'Archer', 'Closed', 'Closed']"
7746,7746,9,"['Towel', 'Red', 'Fishing Rod', 'Lavender Kimono with Bow', 'Joyful', 'Grin', 'Indigo Bangs', 'Human', 'IKZ Baseball Cap']"
7747,7747,9,"['Daydreaming', 'Katana', 'Frown', 'Red Floral Kimono', 'Off White C', 'Human', 'Chill Headphones', 'Purple Kanzashi', 'Green Ombre Flowy']"
7748,7748,8,"['Magenta Long', 'Black Yukata', 'Off White D', 'Lantern', 'Beret', 'Smoking', 'Human', 'Determined']"
7749,7749,8,"['White', 'Spirit', 'Spirit Long', 'Golden Monk Staff', 'Dark Blue', 'Black Yukata', 'Pout', 'Round Blue Sunglasses']"
7750,7750,8,"['Indigo Pixie', 'Katana', 'Whistling', 'Off White C', 'Pierced Eyebrow', 'Human', 'Red Tassel', 'Light Kimono']"
7751,7751,8,"['Red Stripes Face Paint', 'Joyful', 'Off White B', 'Pink Hairband', 'Frown', 'Red Panda T-Shirt', 'Human', 'Boombox']"
7752,7752,8,"['Magenta Pigtails', 'Red', 'Laughing', 'Pearl', 'Red Floral Kimono', 'Fire', 'Human', 'Chill Headphones']"
7753,7753,7,"['Red Ninja Top', 'Off White B', 'Concerned', 'Lantern', 'Silver Bob', 'Human', 'Tactical Knife']"
7754,7754,7,"['Meh', 'Spirit', 'Shuriken', 'Off White C', 'Careless', 'Vest', 'Spirit Spiky']"
7755,7755,9,"['Corded Earbuds', 'Reading Glasses', 'Off White D', 'Blonde Hairband', 'Black Bomber', 'Human', 'Golden Umbrella', 'Sleep Bubble', 'Closed']"
7756,7756,8,"['Relaxed', 'Off White D', 'Daydreaming', 'Coin', 'Brown Half Bun', 'Black Bomber', 'Human', 'Chill Headphones']"
7757,7757,8,"['Black Glasses', 'Ruby', 'Bubble Gum', 'Off White D', 'Blonde Bob', 'Black Bomber', 'Human', 'Banner']"
7758,7758,8,"['Umbrella', 'Rain Jacket', 'Dark Blue', 'Maroon Bun', 'Calm', 'Human', 'IKZ Baseball Cap', 'Closed']"
7759,7759,7,"['Silver Half Bun', 'Red Panda Mask', 'Kung Fu Shirt', 'Focused', 'Closed', 'Dark Purple', 'Blue']"
7760,7760,9,"['Meh', 'Umbrella', 'Red', 'Reading Glasses', 'Vegan Mink Coat', 'Frog Beanie', 'Careless', 'Silver Disheveled', 'Blue']"
7761,7761,8,"['Stud', 'Off White B', 'Monk Staff', 'Pierced Eyebrow', 'Human', 'Chuckle', 'White Layered Yukata', 'Black Disheveled']"
7762,7762,6,"['Laughing', 'Off White B', 'Blue Nightshade Half Bun', 'Turquoise Kimono with Bow', 'Human', 'Closed']"
7763,7763,7,"['White', 'Off White A', 'Blue Kimono', 'Lantern', 'Not Bad', 'Human', 'Black Disheveled']"
7764,7764,8,"['Umbrella', 'Powder Blue Swept Back', 'Off White A', 'Bloody Bomber', 'Human', 'Growl', 'Seer Eyeband', 'Closed']"
7765,7765,7,"['Fishing Rod', 'Maroon Yukata', 'Dark Blue', 'Magenta Long', 'Red', 'Suspicious', 'Grass']"
7766,7766,9,"['Teal Hairband', 'Red Ninja Top', 'Joyful', 'Coin', 'Off White B', 'Round Blue Sunglasses', 'Human', 'IKZ Baseball Cap', 'Closed']"
7767,7767,8,"['Zen Headphones', 'Smirk', 'Brown Disheveled', 'Off White A', 'Sandogasa', 'Brown Yukata', 'Glowing', 'Human']"
7768,7768,8,"['Off White B', 'Indigo Long', 'Sakura Katana', 'Human', 'Closed', 'Closed', 'Frog T-Shirt', 'Distressed Beanie']"
7769,7769,8,"['Frog T-Shirt', 'Water Orb', 'Off White B', 'Sleep Mask', 'Long Stubble', 'Human', 'Green Samurai', 'Closed']"
7770,7770,8,"['Cool Gray', 'Maroon Yukata', 'Katana', 'Tired', 'Cat Baseball Cap', 'Braids', 'Human', 'Face Mask']"
7771,7771,8,"['Pout', 'Fan', 'Off White B', 'Green Yukata', 'Human', 'Indigo Fluffy', 'Eye Patch', 'Closed']"
7772,7772,9,"['Stud', 'Cat Ears', 'Off White C', 'Lantern', 'Suit with Turtleneck', 'Powder Blue Disheveled', 'Not Bad', 'Human', 'Bored']"
7773,7773,8,"['Yellow Kanzashi', 'Red Perfecto Jacket', 'Off White B', 'Blonde Bob', 'Frown', 'Human', 'Shuriken', 'Closed']"
7774,7774,9,"['Meh', 'Off White A', 'Sandogasa', 'Glowing', 'Azuki Track Jacket', 'Leather Katana', 'Human', 'Tribal Tattoo', 'Teal Messy']"
7775,7775,10,"['Closed', 'Sloth Mask', 'Off White B', 'Magenta Messy', 'Monkey King Staff', 'Human', 'Eye Patch', 'Chill Headphones', 'White Yukata', 'Closed']"
7776,7776,7,"['Kung Fu Shirt', 'Floorsweeper', 'Off White C', 'Human', 'Indigo Fluffy', 'Chuckle', 'Bored']"
7777,7777,8,"['Focused', 'Blonde Messy', 'Off White D', 'Azuki Sweater', 'Lantern', 'Human', 'Chill Headphones', 'Closed']"
7778,7778,8,"['Bean Juice', 'Dress Shirt', 'Off White A', 'Chewing', 'Newsboy Cap', 'Maroon Bun', 'Pierced Eyebrow', 'Human']"
7779,7779,7,"['Dark Purple', 'Denim Jacket', 'Daydreaming', 'Fan', 'Maroon Bun', 'Frown', 'Human']"
7780,7780,6,"['Dark Blue', 'Silver Bangs', 'Camo Tech Jacket', 'Lipstick', 'Blue', 'Determined']"
7781,7781,6,"['Brown Bangs', 'Denim Jacket', 'Off White B', 'Hopeful', 'Human', 'Closed']"
7782,7782,9,"['Umbrella', 'Silver Half Bun', 'Red Qipao with Fur', 'Dark Blue', 'Smile', 'Round Blue Sunglasses', 'Sloth Baseball Cap', 'Relaxed', 'Blue']"
7783,7783,9,"['Smile', 'Green Pigtails', 'Off White D', 'Sleep Mask', 'Koi Tattoo', 'Blue Qipao', 'Human', 'IKZ Baseball Cap', 'Closed']"
7784,7784,8,"['Indifferent', 'Relaxed', 'Chiyogami', 'Coin', 'Off White B', 'Blue Short Spiky', 'Human', 'Hoodie with Bag']"
7785,7785,7,"['Golden Frog Kigurumi', 'Chill', 'Red', 'Bokken', 'Off White D', 'Silver Disheveled', 'Closed']"
7786,7786,8,"['Dark Purple', 'Tank Top with Jacket', 'Leather Katana', 'Heart Eye Patch', 'Human', 'Purple Half Bun', 'Closed', 'Closed']"
7787,7787,6,"['Off White A', 'Chewing', 'Turquoise Kimono', 'Human', 'Closed', 'Pink Pixie']"
7788,7788,7,"['Maroon Short Spiky', 'Red', 'Leather Katana', 'Off White C', 'Black Tech Jacket', 'Face Mask', 'Closed']"
7789,7789,9,"['Sake', 'Off White A', 'Lipstick Kiss', 'Green Yukata', 'Careless', 'Human', 'Growl', 'Silver Long', 'Chill Headphones']"
7790,7790,7,"['Off White D', 'Frown', 'Turquoise Kimono with Bow', 'Black Teal Bangs', 'Human', 'Purple Kanzashi', 'Striking']"
7791,7791,7,"['Purple Bangs', 'Off White D', 'Bubble Gum', 'Katana', 'Human', 'Relaxed', 'Light Kimono']"
7792,7792,8,"['420', 'Hand Wrap', 'Off White B', 'Beads', 'Blue Floral Kimono', 'Pierced Eyebrow', 'Human', 'Purple Dreadlocks']"
7793,7793,8,"['Red', 'Relaxed', 'Focused', 'Black Kimono', 'Bat', 'Brown Samurai', 'Human', 'Red Panda']"
7794,7794,7,"['Cool Gray', 'Ayaigasa', 'Laughing', 'Black Pigtails', 'Turquoise Kimono with Bow', 'Human', 'Closed']"
7795,7795,6,"['Glowing', 'Indigo Long', 'Off White C', 'Human', 'Chuckle', 'Tank Top']"
7796,7796,6,"['Frog Yukata', 'Wheat Straw', 'Magenta Messy', 'Off White C', 'Human', 'Bored']"
7797,7797,8,"['Maroon Yukata', 'Maroon Short Spiky', 'Indifferent', 'Off White B', 'Whistling', 'Lantern', 'Human', 'IKZ Baseball Cap']"
7798,7798,9,"['Towel', 'Backwards Cap', 'Tongue Out', 'Off White B', 'Maroon Bun', 'Round Blue Sunglasses', 'Sloth Hoodie', 'Pierced Eyebrow', 'Human']"
7799,7799,7,"['Golden Hook Sword', 'Focused', 'Off White D', 'White Hoodie', 'Blue Spiky', 'Human', 'Chuckle']"
7800,7800,8,"['Sloth Kimono', 'Sloth Beanie', 'Sloth', 'Concerned', 'Off White C', 'Blue Bun', 'Smoking', 'Human']"
7801,7801,7,"['Curious', 'Off White A', 'Orange Samurai', 'Bokken', 'White T-Shirt', 'Human', 'Growl']"
7802,7802,7,"['Closed', 'Off White B', 'Blonde Flowy', 'Sleep Mask', 'Human', 'Light Kimono', 'Closed']"
7803,7803,11,"['Bubble Gum', 'Off White D', 'Sleep Mask', 'Human', 'Fur Bucket Hat', 'Maroon Fluffy', 'Closed', 'Water', 'Red Spiked Ring', 'Bokken', 'Black Yukata']"
7804,7804,7,"['Red', 'Maroon Yukata', 'Pensive', 'Green Fluffy', 'Sakura Katana', 'Human', 'Chuckle']"
7805,7805,8,"['Red', '420', 'Cat Kimono', 'Blonde Hairband', 'Concerned', 'Lantern', 'Human', 'Chill Headphones']"
7806,7806,7,"['Chill', 'Off White A', 'Brown Yukata', 'Lantern', 'Not Bad', 'Human', 'Black Disheveled']"
7807,7807,7,"['Chill', 'Dark Purple', 'Sloth Mask', 'Not Bad', 'Human', 'Green Samurai', 'Tank Top']"
7808,7808,8,"['Hand Wrap', 'Chain', 'Dark Blue', 'Black Blazer', 'Suspicious', 'Blue Spiky', 'Long Stubble', 'Human']"
7809,7809,7,"['Smirk', 'Off White A', 'Pensive', 'Orange Swept Back', 'Human', 'Black Hoodie', 'Shuriken']"
7810,7810,8,"['Bandaid', 'Relaxed', 'Off White A', 'Indigo Ponytail', 'Human', 'Blue Bikini', 'Shuriken', 'Closed']"
7811,7811,8,"['Zanbato', 'Black Hairband', 'Lavender Kimono with Bow', 'Daydreaming', 'Off White C', 'Human', 'Red Bandana', 'Closed']"
7812,7812,8,"['Red Perfecto Jacket', 'Dark Purple', 'Indigo Long', 'Beret', 'Careless', 'Human', 'Growl', 'Red Fang Face Paint']"
7813,7813,8,"['Golden Ticket', 'Blue', 'Dark Blue', 'Silver Bangs', 'White Qipao with Fur', 'Concerned', 'Gaiter', 'Fox Fire']"
7814,7814,8,"['Umbrella', 'Smirk', 'Sloth Beanie', 'Off White C', 'Human', 'Amethyst', 'Silver Ponytail', 'Black Oversized Kimono']"
7815,7815,8,"['Smirk', 'Off White B', 'Purple Bun', 'Blue Kimono with Bow', 'Leather Katana', 'Human', 'Chill Headphones', 'Hopeful']"
7816,7816,8,"['Shinto Robe', 'Clear Glasses', 'Teal Long', 'Tired', 'Bat', 'Off White C', 'Human', 'Growl']"
7817,7817,7,"['420', 'Off White B', 'Black Tech Jacket', 'Pierced Eyebrow', 'Human', 'Boombox', 'Teal Messy']"
7818,7818,8,"['Red Panda Mask', 'Closed', 'Off White C', 'Powder Blue Disheveled', 'Human', 'Eye Patch', 'Sleep Bubble', 'Tank Top']"
7819,7819,7,"['Relaxed', 'Off White A', 'Lantern', 'Careless', 'Human', 'Indigo Fluffy', 'Tank Top']"
7820,7820,8,"['Red', 'Green Spiky', 'Full Bandana', 'Green Yukata', 'Lantern', 'Smoking', 'Human', 'Closed']"
7821,7821,9,"['Cat Headband', 'Magenta Pigtails', 'Golden Zanbato', 'Turquoise Kimono', 'Round Blue Sunglasses', 'Lipstick', 'Off White C', 'Human', 'Amethyst']"
7822,7822,7,"['Black Hairband', 'Off White D', 'Azuki Sweater', 'Monk Staff', 'Human', 'Sleep Bubble', 'Closed']"
7823,7823,6,"['Red', 'Frog Kimono', 'Pink Hairband', 'Whistling', 'Human', 'Hopeful']"
7824,7824,6,"['Bandage Top', 'Red', 'Off White B', 'Maroon Bob', 'Concerned', 'Closed']"
7825,7825,7,"['Tongue Out', 'Denim Jacket', 'Coin', 'Off White C', 'Human', 'Green Half Bun', 'Hopeful']"
7826,7826,7,"['Umbrella', 'Maroon Yukata', 'Off White D', 'Human', 'Maroon Fluffy', 'Closed', 'Closed']"
7827,7827,7,"['Umbrella', 'Teal Long', 'Suspicious', 'Off White C', 'Human', 'Kimono with Straw Hat', 'Closed']"
7828,7828,10,"['Rain Jacket', 'Broken Straw Hat', 'Off White A', 'Silver Short Spiky', 'Focused', 'Eye Scar', 'Koi Tattoo', 'Sakura Katana', 'Human', 'Closed']"
7829,7829,8,"['Brown Long', 'Dark Blue', 'Suspicious', 'Leather Katana', 'Human', 'Chuckle', 'Dragon', 'Hoodie with Bag']"
